organism	protein_cluster
1.231.O.	pvp1111
1.143.O.	pvp1111
1.119.O.	pvp1111
2.095.A.	pvp1111
1.213.O.	pvp1111
1.216.O.	pvp1111
1.178.O.	pvp1111
1.198.A.	pvp1111
1.198.B.	pvp1111
1.091.O.	pvp1111
12G01.O.	pvp1111
1.067.O.	pvp1111
1.265.O.	pvp1111
1.276.O.	pvp1111
1.236.O.	pvp1111
1.135.O.	pvp1111
2.095.B.	pvp1111
1.042.O.	pvp1111
1.112.O.	pvp1111
1.061.O.	pvp1111
1.003.O.	pvp1112
1.036.O.	pvp1112
1.039.O.	pvp1112
1.090.B.	pvp1112
1.038.O.	pvp1112
1.071.A.	pvp1112
1.144.O.	pvp1112
1.213.O.	pvp1112
1.216.O.	pvp1112
1.127.O.	pvp1112
1.177.O.	pvp1112
1.137.O.	pvp1112
1.143.O.	pvp1112
1.119.O.	pvp1112
1.231.O.	pvp1112
2.095.A.	pvp1112
1.198.A.	pvp1112
1.198.B.	pvp1112
1.079.O.	pvp1112
1.016.O.	pvp1112
1.091.O.	pvp1112
1.265.O.	pvp1112
12G01.O.	pvp1112
1.067.O.	pvp1112
1.276.O.	pvp1112
1.236.O.	pvp1112
1.061.O.	pvp1112
1.135.O.	pvp1112
1.112.O.	pvp1112
2.095.B.	pvp1112
1.042.O.	pvp1112
1.003.O.	pvp1113
1.213.O.	pvp1113
1.216.O.	pvp1113
1.119.O.	pvp1113
1.143.O.	pvp1113
1.231.O.	pvp1113
1.036.O.	pvp1113
1.039.O.	pvp1113
1.090.B.	pvp1113
1.079.O.	pvp1113
1.038.O.	pvp1113
1.137.O.	pvp1113
1.178.O.	pvp1113
1.127.O.	pvp1113
1.177.O.	pvp1113
1.016.O.	pvp1113
1.144.O.	pvp1113
1.071.A.	pvp1113
2.095.A.	pvp1113
1.091.O.	pvp1113
1.265.O.	pvp1113
12G01.O.	pvp1113
1.067.O.	pvp1113
1.276.O.	pvp1113
1.135.O.	pvp1113
1.061.O.	pvp1113
1.112.O.	pvp1113
1.236.O.	pvp1113
2.095.B.	pvp1113
1.042.O.	pvp1113
1.054.O.	pvp1113
1.085.O.	pvp1114
1.131.O.	pvp1114
1.206.O.	pvp1114
1.147.O.	pvp1114
1.162.O.	pvp1114
1.082.O.	pvp1114
1.226.O.	pvp1114
1.148.O.	pvp1114
1.233.B.	pvp1114
1.233.A.	pvp1114
1.165.O.	pvp1114
1.228.O.	pvp1114
1.132.O.	pvp1114
1.168.O.	pvp1114
1.157.O.	pvp1114
1.167.O.	pvp1114
1.074.O.	pvp1114
1.115.A.	pvp1114
1.266.O.	pvp1114
1.064.O.	pvp1114
1.108.O.	pvp1114
1.133.O.	pvp1114
1.240.O.	pvp1114
1.242.O.	pvp1114
1.110.O.	pvp1114
1.116.O.	pvp1114
1.172.O.	pvp1114
1.134.O.	pvp1114
1.239.O.	pvp1114
1.115.B.	pvp1114
1.176.O.	pvp1114
1.085.O.	pvp1115
1.131.O.	pvp1115
1.147.O.	pvp1115
1.242.O.	pvp1115
1.082.O.	pvp1115
1.239.O.	pvp1115
1.162.O.	pvp1115
1.132.O.	pvp1115
1.182.O.	pvp1115
1.189.O.	pvp1115
1.110.O.	pvp1115
1.172.O.	pvp1115
1.148.O.	pvp1115
1.116.O.	pvp1115
1.189.B.	pvp1115
1.168.O.	pvp1115
1.189.C.	pvp1115
1.134.O.	pvp1115
1.108.O.	pvp1115
1.064.O.	pvp1115
1.226.O.	pvp1115
1.133.O.	pvp1115
1.167.O.	pvp1115
1.157.O.	pvp1115
1.228.O.	pvp1115
1.266.O.	pvp1115
1.240.O.	pvp1115
1.074.O.	pvp1115
1.115.A.	pvp1115
1.115.B.	pvp1115
1.176.O.	pvp1115
1.175.O.	pvp1116
1.087.A.	pvp1116
1.246.O.	pvp1116
1.158.O.	pvp1116
1.201.B.	pvp1116
1.036.O.	pvp1116
1.284.A.	pvp1116
1.287.O.	pvp1116
1.289.A.	pvp1116
1.047.O.	pvp1116
1.197.A.	pvp1116
1.060.A.	pvp1116
1.291.O.	pvp1116
1.113.A.	pvp1116
1.007.O.	pvp1116
1.173.O.	pvp1116
1.248.O.	pvp1116
1.273.O.	pvp1116
1.286.O.	pvp1116
1.106.O.	pvp1116
1.149.O.	pvp1116
1.016.O.	pvp1116
1.144.O.	pvp1116
1.137.O.	pvp1116
1.090.B.	pvp1116
1.223.O.	pvp1116
1.191.O.	pvp1116
1.225.O.	pvp1116
1.086.O.	pvp1116
1.100.O.	pvp1116
1.278.O.	pvp1116
1.283.A.	pvp1117
1.270.B.	pvp1117
1.281.O.	pvp1117
1.268.A.	pvp1117
1.270.A.	pvp1117
1.277.A.	pvp1117
1.194.O.	pvp1117
1.027.O.	pvp1117
1.277.B.	pvp1117
1.271.A.	pvp1117
1.282.A.	pvp1117
1.271.B.	pvp1117
1.274.O.	pvp1117
1.283.C.	pvp1117
1.171.O.	pvp1117
1.089.O.	pvp1117
1.237.B.	pvp1117
1.024.O.	pvp1117
1.104.O.	pvp1117
1.032.O.	pvp1117
1.283.B.	pvp1117
1.268.B.	pvp1117
1.200.O.	pvp1117
1.196.O.	pvp1117
1.098.O.	pvp1117
1.160.O.	pvp1117
1.237.A.	pvp1117
1.280.O.	pvp1117
1.272.O.	pvp1117
1.267.O.	pvp1117
1.012.O.	pvp1117
1.283.A.	pvp1118
1.270.B.	pvp1118
1.281.O.	pvp1118
1.270.A.	pvp1118
1.269.O.	pvp1118
1.277.A.	pvp1118
1.194.O.	pvp1118
1.027.O.	pvp1118
1.277.B.	pvp1118
1.271.A.	pvp1118
1.282.A.	pvp1118
1.274.O.	pvp1118
1.283.C.	pvp1118
1.268.A.	pvp1118
1.171.O.	pvp1118
1.271.B.	pvp1118
1.033.O.	pvp1118
1.089.O.	pvp1118
1.032.O.	pvp1118
1.251.O.	pvp1118
1.283.B.	pvp1118
1.268.B.	pvp1118
1.200.O.	pvp1118
1.196.O.	pvp1118
1.098.O.	pvp1118
1.280.O.	pvp1118
1.023.O.	pvp1118
1.195.O.	pvp1118
1.267.O.	pvp1118
1.272.O.	pvp1118
1.012.O.	pvp1118
1.174.O.	pvp1119
1.124.O.	pvp1119
1.086.O.	pvp1119
1.030.O.	pvp1119
1.284.A.	pvp1119
1.287.O.	pvp1119
1.289.A.	pvp1119
1.060.A.	pvp1119
1.047.O.	pvp1119
1.228.O.	pvp1119
1.168.O.	pvp1119
1.148.O.	pvp1119
1.115.A.	pvp1119
1.082.O.	pvp1119
1.133.O.	pvp1119
1.256.O.	pvp1119
1.105.O.	pvp1119
1.110.O.	pvp1119
1.273.O.	pvp1119
1.186.O.	pvp1119
1.106.O.	pvp1119
1.074.O.	pvp1119
1.233.A.	pvp1119
1.233.B.	pvp1119
1.211.A.	pvp1119
1.211.B.	pvp1119
1.184.A.	pvp1119
1.155.O.	pvp1119
1.259.O.	pvp1119
1.178.O.	pvp1119
1.115.B.	pvp1119
1.200.O.	pvp1120
1.281.O.	pvp1120
1.270.B.	pvp1120
1.196.O.	pvp1120
1.269.O.	pvp1120
1.277.A.	pvp1120
1.194.O.	pvp1120
1.268.B.	pvp1120
1.027.O.	pvp1120
1.171.O.	pvp1120
1.282.A.	pvp1120
1.277.B.	pvp1120
1.271.A.	pvp1120
1.268.A.	pvp1120
1.270.A.	pvp1120
1.274.O.	pvp1120
1.271.B.	pvp1120
1.251.O.	pvp1120
1.046.O.	pvp1120
1.250.O.	pvp1120
1.067.O.	pvp1120
1.036.O.	pvp1120
1.225.O.	pvp1120
1.079.O.	pvp1120
1.124.O.	pvp1120
1.280.O.	pvp1120
1.042.O.	pvp1120
1.023.O.	pvp1120
1.195.O.	pvp1120
1.267.O.	pvp1120
1.272.O.	pvp1120
1.147.O.	pvp1121
1.162.O.	pvp1121
1.074.O.	pvp1121
1.115.A.	pvp1121
1.228.O.	pvp1121
1.021.B.	pvp1121
1.021.A.	pvp1121
1.021.C.	pvp1121
1.133.O.	pvp1121
1.161.O.	pvp1121
1.210.O.	pvp1121
1.238.A.	pvp1121
1.238.B.	pvp1121
1.038.O.	pvp1121
1.013.O.	pvp1121
1.097.O.	pvp1121
1.245.O.	pvp1121
1.216.O.	pvp1121
2.130.O.	pvp1121
1.167.O.	pvp1121
1.152.O.	pvp1121
1.025.O.	pvp1121
1.026.O.	pvp1121
1.150.O.	pvp1121
1.115.B.	pvp1121
1.214.O.	pvp1121
1.042.O.	pvp1121
1.193.O.	pvp1121
1.003.O.	pvp1122
1.036.O.	pvp1122
1.039.O.	pvp1122
1.090.B.	pvp1122
1.216.O.	pvp1122
1.213.O.	pvp1122
1.231.O.	pvp1122
1.119.O.	pvp1122
1.143.O.	pvp1122
1.127.O.	pvp1122
1.177.O.	pvp1122
1.079.O.	pvp1122
1.178.O.	pvp1122
1.198.A.	pvp1122
1.198.B.	pvp1122
1.137.O.	pvp1122
1.144.O.	pvp1122
1.016.O.	pvp1122
1.071.A.	pvp1122
1.038.O.	pvp1122
1.091.O.	pvp1122
1.265.O.	pvp1122
12G01.O.	pvp1122
1.276.O.	pvp1122
1.236.O.	pvp1122
1.067.O.	pvp1122
1.135.O.	pvp1122
1.042.O.	pvp1122
1.112.O.	pvp1122
1.061.O.	pvp1122
1.085.O.	pvp1123
1.206.O.	pvp1123
1.131.O.	pvp1123
1.147.O.	pvp1123
1.162.O.	pvp1123
1.266.O.	pvp1123
1.165.O.	pvp1123
1.239.O.	pvp1123
1.082.O.	pvp1123
1.074.O.	pvp1123
1.189.B.	pvp1123
1.189.O.	pvp1123
1.189.C.	pvp1123
1.167.O.	pvp1123
1.134.O.	pvp1123
1.233.A.	pvp1123
1.233.B.	pvp1123
1.157.O.	pvp1123
1.228.O.	pvp1123
1.108.O.	pvp1123
1.064.O.	pvp1123
1.148.O.	pvp1123
1.115.A.	pvp1123
1.116.O.	pvp1123
1.172.O.	pvp1123
1.182.O.	pvp1123
1.240.O.	pvp1123
1.110.O.	pvp1123
1.115.B.	pvp1123
1.176.O.	pvp1123
1.148.O.	pvp1124
1.147.O.	pvp1124
1.162.O.	pvp1124
1.132.O.	pvp1124
1.133.O.	pvp1124
1.242.O.	pvp1124
1.239.O.	pvp1124
1.205.O.	pvp1124
1.091.O.	pvp1124
1.122.B.	pvp1124
1.122.A.	pvp1124
1.005.O.	pvp1124
1.038.O.	pvp1124
1.137.O.	pvp1124
1.210.O.	pvp1124
1.021.A.	pvp1124
1.021.B.	pvp1124
1.021.C.	pvp1124
1.225.O.	pvp1124
1.079.O.	pvp1124
1.211.A.	pvp1124
1.211.B.	pvp1124
1.275.O.	pvp1124
1.050.O.	pvp1124
1.049.O.	pvp1124
1.183.O.	pvp1124
1.055.O.	pvp1124
1.181.O.	pvp1124
1.147.O.	pvp1125
1.108.O.	pvp1125
1.064.O.	pvp1125
1.162.O.	pvp1125
1.074.O.	pvp1125
1.165.O.	pvp1125
1.115.A.	pvp1125
1.148.O.	pvp1125
1.132.O.	pvp1125
1.167.O.	pvp1125
1.082.O.	pvp1125
1.266.O.	pvp1125
1.085.O.	pvp1125
1.168.O.	pvp1125
1.189.O.	pvp1125
1.189.B.	pvp1125
1.189.C.	pvp1125
1.228.O.	pvp1125
1.157.O.	pvp1125
1.133.O.	pvp1125
1.134.O.	pvp1125
1.116.O.	pvp1125
1.172.O.	pvp1125
1.226.O.	pvp1125
1.187.O.	pvp1125
1.170.O.	pvp1125
2.275.O.	pvp1125
1.115.B.	pvp1125
1.193.O.	pvp1125
1.176.O.	pvp1125
2.044.O.	pvp1126
1.072.O.	pvp1126
1.066.O.	pvp1126
1.185.O.	pvp1126
1.022.O.	pvp1126
1.046.O.	pvp1126
1.083.O.	pvp1126
1.084.O.	pvp1126
1.037.O.	pvp1126
1.004.O.	pvp1126
1.068.O.	pvp1126
1.021.B.	pvp1126
1.033.O.	pvp1126
1.050.O.	pvp1126
1.049.O.	pvp1126
1.075.O.	pvp1126
1.093.O.	pvp1126
1.017.O.	pvp1126
1.094.O.	pvp1126
1.021.C.	pvp1126
1.021.A.	pvp1126
2.096.O.	pvp1126
1.098.O.	pvp1126
1.089.O.	pvp1126
1.032.O.	pvp1126
1.251.O.	pvp1126
1.055.O.	pvp1126
1.056.O.	pvp1126
1.012.O.	pvp1126
1.003.O.	pvp1127
1.039.O.	pvp1127
1.079.O.	pvp1127
1.016.O.	pvp1127
1.038.O.	pvp1127
1.036.O.	pvp1127
1.071.A.	pvp1127
1.090.B.	pvp1127
1.119.O.	pvp1127
1.143.O.	pvp1127
1.231.O.	pvp1127
1.127.O.	pvp1127
1.144.O.	pvp1127
1.137.O.	pvp1127
1.213.O.	pvp1127
1.177.O.	pvp1127
1.198.A.	pvp1127
1.198.B.	pvp1127
1.178.O.	pvp1127
2.095.A.	pvp1127
1.091.O.	pvp1127
1.265.O.	pvp1127
12G01.O.	pvp1127
1.067.O.	pvp1127
1.042.O.	pvp1127
1.061.O.	pvp1127
1.135.O.	pvp1127
2.095.B.	pvp1127
1.236.O.	pvp1127
1.003.O.	pvp1128
1.039.O.	pvp1128
1.036.O.	pvp1128
1.090.B.	pvp1128
1.079.O.	pvp1128
1.038.O.	pvp1128
1.071.A.	pvp1128
1.016.O.	pvp1128
1.127.O.	pvp1128
1.231.O.	pvp1128
1.137.O.	pvp1128
1.143.O.	pvp1128
1.119.O.	pvp1128
1.144.O.	pvp1128
1.216.O.	pvp1128
1.213.O.	pvp1128
1.198.A.	pvp1128
1.198.B.	pvp1128
1.178.O.	pvp1128
1.091.O.	pvp1128
1.265.O.	pvp1128
12G01.O.	pvp1128
1.067.O.	pvp1128
1.276.O.	pvp1128
1.236.O.	pvp1128
1.135.O.	pvp1128
1.112.O.	pvp1128
1.061.O.	pvp1128
1.042.O.	pvp1128
1.283.A.	pvp1129
1.281.O.	pvp1129
1.270.B.	pvp1129
1.270.A.	pvp1129
1.277.A.	pvp1129
1.194.O.	pvp1129
1.027.O.	pvp1129
1.268.A.	pvp1129
1.277.B.	pvp1129
1.271.A.	pvp1129
1.282.A.	pvp1129
1.274.O.	pvp1129
1.283.C.	pvp1129
1.271.B.	pvp1129
1.171.O.	pvp1129
1.250.O.	pvp1129
1.104.O.	pvp1129
1.089.O.	pvp1129
1.191.O.	pvp1129
1.283.B.	pvp1129
1.268.B.	pvp1129
1.200.O.	pvp1129
1.160.O.	pvp1129
1.196.O.	pvp1129
1.098.O.	pvp1129
1.280.O.	pvp1129
1.272.O.	pvp1129
1.267.O.	pvp1129
1.012.O.	pvp1129
1.283.A.	pvp1130
1.281.O.	pvp1130
1.270.B.	pvp1130
1.270.A.	pvp1130
1.277.A.	pvp1130
1.194.O.	pvp1130
1.027.O.	pvp1130
1.268.A.	pvp1130
1.277.B.	pvp1130
1.271.A.	pvp1130
1.282.A.	pvp1130
1.274.O.	pvp1130
1.283.C.	pvp1130
1.271.B.	pvp1130
1.171.O.	pvp1130
1.285.O.	pvp1130
1.088.O.	pvp1130
1.118.A.	pvp1130
1.118.B.	pvp1130
1.269.O.	pvp1130
1.283.B.	pvp1130
1.268.B.	pvp1130
1.200.O.	pvp1130
1.160.O.	pvp1130
1.196.O.	pvp1130
1.280.O.	pvp1130
1.195.O.	pvp1130
1.267.O.	pvp1130
1.272.O.	pvp1130
1.283.A.	pvp1131
1.281.O.	pvp1131
1.270.B.	pvp1131
1.269.O.	pvp1131
1.277.A.	pvp1131
1.194.O.	pvp1131
1.027.O.	pvp1131
1.270.A.	pvp1131
1.277.B.	pvp1131
1.271.A.	pvp1131
1.282.A.	pvp1131
1.283.C.	pvp1131
1.268.A.	pvp1131
1.274.O.	pvp1131
1.271.B.	pvp1131
1.046.O.	pvp1131
1.171.O.	pvp1131
1.251.O.	pvp1131
1.104.O.	pvp1131
1.033.O.	pvp1131
1.009.O.	pvp1131
1.283.B.	pvp1131
1.268.B.	pvp1131
1.200.O.	pvp1131
1.196.O.	pvp1131
1.280.O.	pvp1131
1.195.O.	pvp1131
1.267.O.	pvp1131
1.272.O.	pvp1131
1.127.O.	pvp1132
1.119.O.	pvp1132
1.143.O.	pvp1132
1.231.O.	pvp1132
1.216.O.	pvp1132
1.213.O.	pvp1132
1.287.O.	pvp1132
1.248.O.	pvp1132
1.199.B.	pvp1132
1.199.A.	pvp1132
1.286.O.	pvp1132
1.047.O.	pvp1132
1.105.O.	pvp1132
1.173.O.	pvp1132
1.273.O.	pvp1132
1.106.O.	pvp1132
1.263.A.	pvp1132
1.186.O.	pvp1132
1.243.O.	pvp1132
1.149.O.	pvp1132
1.256.O.	pvp1132
12G01.O.	pvp1132
1.113.A.	pvp1132
1.060.A.	pvp1132
1.291.O.	pvp1132
1.265.O.	pvp1132
1.278.O.	pvp1132
1.263.B.	pvp1132
1.135.O.	pvp1132
2.058.O.	pvp1133
1.021.A.	pvp1133
1.021.B.	pvp1133
1.021.C.	pvp1133
1.185.O.	pvp1133
1.110.O.	pvp1133
1.201.B.	pvp1133
1.030.O.	pvp1133
1.246.O.	pvp1133
1.075.O.	pvp1133
1.005.O.	pvp1133
1.175.O.	pvp1133
1.158.O.	pvp1133
1.289.A.	pvp1133
1.060.A.	pvp1133
1.284.A.	pvp1133
1.287.O.	pvp1133
1.113.A.	pvp1133
1.181.O.	pvp1133
1.223.O.	pvp1133
1.086.O.	pvp1133
1.017.O.	pvp1133
1.094.O.	pvp1133
1.164.O.	pvp1133
1.124.O.	pvp1133
1.100.O.	pvp1133
1.093.O.	pvp1133
3.058.O.	pvp1133
1.033.O.	pvp1134
1.285.O.	pvp1134
1.024.O.	pvp1134
1.281.O.	pvp1134
1.032.O.	pvp1134
1.277.A.	pvp1134
1.194.O.	pvp1134
1.027.O.	pvp1134
1.270.B.	pvp1134
1.282.A.	pvp1134
1.171.O.	pvp1134
1.277.B.	pvp1134
1.271.A.	pvp1134
1.270.A.	pvp1134
1.269.O.	pvp1134
1.271.B.	pvp1134
1.274.O.	pvp1134
1.268.A.	pvp1134
1.268.B.	pvp1134
1.200.O.	pvp1134
1.196.O.	pvp1134
1.009.O.	pvp1134
1.280.O.	pvp1134
1.023.O.	pvp1134
1.103.O.	pvp1134
1.195.O.	pvp1134
1.267.O.	pvp1134
1.272.O.	pvp1134
1.283.A.	pvp1135
1.281.O.	pvp1135
1.270.B.	pvp1135
1.269.O.	pvp1135
1.277.A.	pvp1135
1.194.O.	pvp1135
1.027.O.	pvp1135
1.270.A.	pvp1135
1.277.B.	pvp1135
1.271.A.	pvp1135
1.282.A.	pvp1135
1.283.C.	pvp1135
1.268.A.	pvp1135
1.274.O.	pvp1135
1.271.B.	pvp1135
1.075.O.	pvp1135
1.094.O.	pvp1135
1.017.O.	pvp1135
1.283.B.	pvp1135
1.268.B.	pvp1135
1.005.O.	pvp1135
1.200.O.	pvp1135
1.196.O.	pvp1135
1.093.O.	pvp1135
1.267.O.	pvp1135
1.280.O.	pvp1135
1.195.O.	pvp1135
1.272.O.	pvp1135
1.149.O.	pvp1136
1.106.O.	pvp1136
1.111.B.	pvp1136
1.206.O.	pvp1136
1.134.O.	pvp1136
1.116.O.	pvp1136
2.095.A.	pvp1136
1.251.O.	pvp1136
1.213.O.	pvp1136
1.247.B.	pvp1136
1.247.A.	pvp1136
1.060.A.	pvp1136
1.111.A.	pvp1136
1.024.O.	pvp1136
1.033.O.	pvp1136
1.182.O.	pvp1136
1.256.O.	pvp1136
1.232.O.	pvp1136
1.210.O.	pvp1136
1.076.O.	pvp1136
2.095.B.	pvp1136
1.278.O.	pvp1136
1.172.O.	pvp1136
1.173.O.	pvp1136
1.181.O.	pvp1136
1.236.O.	pvp1136
1.176.O.	pvp1136
2.058.O.	pvp1137
1.087.A.	pvp1137
1.223.O.	pvp1137
1.187.O.	pvp1137
1.173.O.	pvp1137
1.007.O.	pvp1137
1.106.O.	pvp1137
1.175.O.	pvp1137
1.246.O.	pvp1137
1.030.O.	pvp1137
1.174.O.	pvp1137
1.191.O.	pvp1137
1.086.O.	pvp1137
1.201.B.	pvp1137
1.124.O.	pvp1137
1.164.O.	pvp1137
1.005.O.	pvp1137
1.225.O.	pvp1137
1.181.O.	pvp1137
1.075.O.	pvp1137
1.094.O.	pvp1137
1.017.O.	pvp1137
1.158.O.	pvp1137
1.100.O.	pvp1137
1.093.O.	pvp1137
1.193.O.	pvp1137
3.058.O.	pvp1137
1.085.O.	pvp1138
1.206.O.	pvp1138
1.127.O.	pvp1138
1.143.O.	pvp1138
1.119.O.	pvp1138
1.231.O.	pvp1138
1.178.O.	pvp1138
1.116.O.	pvp1138
1.134.O.	pvp1138
1.074.O.	pvp1138
1.168.O.	pvp1138
1.167.O.	pvp1138
1.266.O.	pvp1138
1.233.B.	pvp1138
1.242.O.	pvp1138
1.233.A.	pvp1138
1.226.O.	pvp1138
1.133.O.	pvp1138
1.082.O.	pvp1138
1.132.O.	pvp1138
1.265.O.	pvp1138
1.240.O.	pvp1138
1.189.O.	pvp1138
1.189.C.	pvp1138
1.189.B.	pvp1138
1.172.O.	pvp1138
1.176.O.	pvp1138
1.175.O.	pvp1139
1.087.A.	pvp1139
1.246.O.	pvp1139
1.030.O.	pvp1139
1.211.B.	pvp1139
1.158.O.	pvp1139
1.201.B.	pvp1139
1.275.O.	pvp1139
1.036.O.	pvp1139
1.211.A.	pvp1139
1.132.O.	pvp1139
1.013.O.	pvp1139
1.139.A.	pvp1139
1.034.O.	pvp1139
1.209.O.	pvp1139
1.005.O.	pvp1139
1.225.O.	pvp1139
1.191.O.	pvp1139
1.223.O.	pvp1139
1.086.O.	pvp1139
1.184.A.	pvp1139
1.100.O.	pvp1139
1.183.O.	pvp1139
1.034.X.	pvp1139
1.139.B.	pvp1139
1.015.O.	pvp1139
1.052.A.	pvp1139
1.283.A.	pvp1140
1.281.O.	pvp1140
1.270.B.	pvp1140
1.269.O.	pvp1140
1.277.A.	pvp1140
1.194.O.	pvp1140
1.027.O.	pvp1140
1.270.A.	pvp1140
1.277.B.	pvp1140
1.271.A.	pvp1140
1.282.A.	pvp1140
1.283.C.	pvp1140
1.268.A.	pvp1140
1.274.O.	pvp1140
1.271.B.	pvp1140
1.088.O.	pvp1140
1.250.O.	pvp1140
1.171.O.	pvp1140
1.046.O.	pvp1140
1.283.B.	pvp1140
1.268.B.	pvp1140
1.200.O.	pvp1140
1.196.O.	pvp1140
1.280.O.	pvp1140
1.195.O.	pvp1140
1.267.O.	pvp1140
1.272.O.	pvp1140
1.283.A.	pvp1141
1.281.O.	pvp1141
1.270.B.	pvp1141
1.269.O.	pvp1141
1.277.A.	pvp1141
1.194.O.	pvp1141
1.027.O.	pvp1141
1.270.A.	pvp1141
1.277.B.	pvp1141
1.271.A.	pvp1141
1.282.A.	pvp1141
1.283.C.	pvp1141
1.268.A.	pvp1141
1.274.O.	pvp1141
1.271.B.	pvp1141
1.157.O.	pvp1141
1.283.B.	pvp1141
1.268.B.	pvp1141
1.200.O.	pvp1141
1.196.O.	pvp1141
1.228.O.	pvp1141
1.064.O.	pvp1141
1.280.O.	pvp1141
1.108.O.	pvp1141
1.195.O.	pvp1141
1.267.O.	pvp1141
1.272.O.	pvp1141
1.147.O.	pvp1142
1.162.O.	pvp1142
1.082.O.	pvp1142
2.095.A.	pvp1142
1.154.O.	pvp1142
1.038.O.	pvp1142
1.259.O.	pvp1142
1.155.O.	pvp1142
1.168.O.	pvp1142
1.132.O.	pvp1142
1.134.O.	pvp1142
1.144.O.	pvp1142
1.036.O.	pvp1142
1.090.B.	pvp1142
1.198.A.	pvp1142
1.198.B.	pvp1142
1.091.O.	pvp1142
1.067.O.	pvp1142
1.119.O.	pvp1142
1.143.O.	pvp1142
1.231.O.	pvp1142
1.127.O.	pvp1142
1.039.O.	pvp1142
1.177.O.	pvp1142
1.042.O.	pvp1142
2.095.B.	pvp1142
1.236.O.	pvp1142
1.085.O.	pvp1143
1.131.O.	pvp1143
1.147.O.	pvp1143
1.162.O.	pvp1143
1.242.O.	pvp1143
1.116.O.	pvp1143
1.172.O.	pvp1143
1.182.O.	pvp1143
1.132.O.	pvp1143
1.168.O.	pvp1143
1.064.O.	pvp1143
1.108.O.	pvp1143
1.266.O.	pvp1143
1.233.A.	pvp1143
1.233.B.	pvp1143
1.189.C.	pvp1143
1.189.B.	pvp1143
1.189.O.	pvp1143
1.240.O.	pvp1143
1.074.O.	pvp1143
1.082.O.	pvp1143
1.110.O.	pvp1143
1.167.O.	pvp1143
1.054.O.	pvp1143
1.254.O.	pvp1143
1.138.O.	pvp1143
1.175.O.	pvp1144
1.030.O.	pvp1144
1.246.O.	pvp1144
1.087.A.	pvp1144
1.174.O.	pvp1144
1.225.O.	pvp1144
1.181.O.	pvp1144
1.086.O.	pvp1144
1.191.O.	pvp1144
1.201.B.	pvp1144
1.005.O.	pvp1144
1.223.O.	pvp1144
1.100.O.	pvp1144
1.158.O.	pvp1144
1.017.O.	pvp1144
1.094.O.	pvp1144
1.075.O.	pvp1144
1.154.O.	pvp1144
1.247.B.	pvp1144
1.247.A.	pvp1144
1.013.O.	pvp1144
1.122.B.	pvp1144
1.122.A.	pvp1144
1.275.O.	pvp1144
1.093.O.	pvp1144
1.214.O.	pvp1144
1.283.A.	pvp1145
1.270.B.	pvp1145
1.281.O.	pvp1145
1.270.A.	pvp1145
1.269.O.	pvp1145
1.277.A.	pvp1145
1.194.O.	pvp1145
1.027.O.	pvp1145
1.277.B.	pvp1145
1.271.A.	pvp1145
1.282.A.	pvp1145
1.274.O.	pvp1145
1.283.C.	pvp1145
1.268.A.	pvp1145
1.171.O.	pvp1145
1.271.B.	pvp1145
1.032.O.	pvp1145
1.283.B.	pvp1145
1.268.B.	pvp1145
1.086.O.	pvp1145
1.200.O.	pvp1145
1.196.O.	pvp1145
1.280.O.	pvp1145
1.195.O.	pvp1145
1.267.O.	pvp1145
1.272.O.	pvp1145
1.174.O.	pvp1146
1.090.B.	pvp1146
2.095.A.	pvp1146
1.135.O.	pvp1146
1.079.O.	pvp1146
1.087.A.	pvp1146
1.198.B.	pvp1146
1.198.A.	pvp1146
1.127.O.	pvp1146
1.143.O.	pvp1146
1.119.O.	pvp1146
1.231.O.	pvp1146
1.177.O.	pvp1146
1.213.O.	pvp1146
1.036.O.	pvp1146
1.067.O.	pvp1146
1.132.O.	pvp1146
1.240.O.	pvp1146
1.168.O.	pvp1146
1.071.A.	pvp1146
1.016.O.	pvp1146
1.210.O.	pvp1146
12G01.O.	pvp1146
1.276.O.	pvp1146
1.236.O.	pvp1146
2.095.B.	pvp1146
1.147.O.	pvp1147
1.162.O.	pvp1147
1.226.O.	pvp1147
1.182.O.	pvp1147
1.266.O.	pvp1147
1.240.O.	pvp1147
1.132.O.	pvp1147
1.233.B.	pvp1147
1.233.A.	pvp1147
1.242.O.	pvp1147
1.133.O.	pvp1147
1.085.O.	pvp1147
1.239.O.	pvp1147
1.172.O.	pvp1147
1.116.O.	pvp1147
1.165.O.	pvp1147
1.115.A.	pvp1147
1.064.O.	pvp1147
1.108.O.	pvp1147
1.110.O.	pvp1147
1.074.O.	pvp1147
1.167.O.	pvp1147
1.038.O.	pvp1147
1.265.O.	pvp1147
1.115.B.	pvp1147
1.112.O.	pvp1147
1.216.O.	pvp1148
1.007.O.	pvp1148
1.076.O.	pvp1148
1.206.O.	pvp1148
1.030.O.	pvp1148
1.187.O.	pvp1148
1.131.O.	pvp1148
1.101.O.	pvp1148
1.024.O.	pvp1148
1.250.O.	pvp1148
1.060.A.	pvp1148
1.226.O.	pvp1148
1.171.O.	pvp1148
1.168.O.	pvp1148
1.086.O.	pvp1148
1.237.B.	pvp1148
1.005.O.	pvp1148
1.170.O.	pvp1148
1.071.A.	pvp1148
1.213.O.	pvp1148
1.123.O.	pvp1148
1.160.O.	pvp1148
1.052.A.	pvp1148
1.135.O.	pvp1148
1.237.A.	pvp1148
